ec_number	ec_description	ec_pindex	pathwayid	pathway_id	pathway_name	avg_p_index_bypathway
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p230	230	Purine metabolism	1.6
1.17.4.2	Ribonucleoside-triphosphate reductase	2	p230	230	Purine metabolism	1.6
2.1.2.2	Phosphoribosylglycinamide formyltransferase	2	p230	230	Purine metabolism	1.6
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2	p230	230	Purine metabolism	1.6
2.4.2.1	Purine-nucleoside phosphorylase	3	p230	230	Purine metabolism	1.6
2.4.2.14	Amidophosphoribosyltransferase	2	p230	230	Purine metabolism	1.6
2.4.2.7	Adenine phosphoribosyltransferase	1	p230	230	Purine metabolism	1.6
2.4.2.8	Hypoxanthine phosphoribosyltransferase	2	p230	230	Purine metabolism	1.6
2.7.1.40	Pyruvate kinase	4	p230	230	Purine metabolism	1.6
2.7.2.2	Carbamate kinase	4	p230	230	Purine metabolism	1.6
2.7.4.3	Adenylate kinase	2	p230	230	Purine metabolism	1.6
2.7.4.6	Nucleoside-diphosphate kinase	3	p230	230	Purine metabolism	1.6
2.7.6.1	Ribose-phosphate diphosphokinase	2	p230	230	Purine metabolism	1.6
2.7.6.5	GTP diphosphokinase	1	p230	230	Purine metabolism	1.6
2.7.7.6	DNA-directed RNA polymerase	2	p230	230	Purine metabolism	1.6
2.7.7.7	DNA-directed DNA polymerase	2	p230	230	Purine metabolism	1.6
2.7.7.8	Polyribonucleotide nucleotidyltransferase	2	p230	230	Purine metabolism	1.6
3.1.3.5	5'-nucleotidase	3	p230	230	Purine metabolism	1.6
3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	2	p230	230	Purine metabolism	1.6
3.1.7.2	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	1	p230	230	Purine metabolism	1.6
3.2.2.1	Purine nucleosidase	2	p230	230	Purine metabolism	1.6
3.5.4.10	IMP cyclohydrolase	1	p230	230	Purine metabolism	1.6
3.5.4.4	Adenosine deaminase	1	p230	230	Purine metabolism	1.6
3.6.1.13	ADP-ribose diphosphatase	1	p230	230	Purine metabolism	1.6
3.6.1.8	ATP diphosphatase	2	p230	230	Purine metabolism	1.6
4.6.1.1	Adenylate cyclase	1	p230	230	Purine metabolism	1.6
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	7	p230	230	Purine metabolism	1.6
5.4.2.7	Phosphopentomutase	2	p230	230	Purine metabolism	1.6
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	1	p230	230	Purine metabolism	1.6
6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	1	p230	230	Purine metabolism	1.6
6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	1	p230	230	Purine metabolism	1.6
6.3.4.13	Phosphoribosylamine--glycine ligase	1	p230	230	Purine metabolism	1.6
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	2	p230	230	Purine metabolism	1.6
6.3.5.3	Phosphoribosylformylglycinamidine synthase	1	p230	230	Purine metabolism	1.6
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p240	240	Pyrimidine metabolism	1.82
1.17.4.2	Ribonucleoside-triphosphate reductase	2	p240	240	Pyrimidine metabolism	1.82
1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	1	p240	240	Pyrimidine metabolism	1.82
1.8.1.9	Thioredoxin-disulfide reductase	2	p240	240	Pyrimidine metabolism	1.82
2.1.1.148	Thymidylate synthase (FAD)	2	p240	240	Pyrimidine metabolism	1.82
2.4.2.1	Purine-nucleoside phosphorylase	3	p240	240	Pyrimidine metabolism	1.82
2.4.2.10	Orotate phosphoribosyltransferase	2	p240	240	Pyrimidine metabolism	1.82
2.4.2.2	Pyrimidine-nucleoside phosphorylase	1	p240	240	Pyrimidine metabolism	1.82
2.4.2.3	Uridine phosphorylase	2	p240	240	Pyrimidine metabolism	1.82
2.7.1.48	Uridine kinase	2	p240	240	Pyrimidine metabolism	1.82
2.7.1.83	Pseudouridine kinase	1	p240	240	Pyrimidine metabolism	1.82
2.7.4.22	UMP kinase	1	p240	240	Pyrimidine metabolism	1.82
2.7.4.6	Nucleoside-diphosphate kinase	3	p240	240	Pyrimidine metabolism	1.82
2.7.4.9	dTMP kinase	1	p240	240	Pyrimidine metabolism	1.82
2.7.7.6	DNA-directed RNA polymerase	2	p240	240	Pyrimidine metabolism	1.82
2.7.7.7	DNA-directed DNA polymerase	2	p240	240	Pyrimidine metabolism	1.82
2.7.7.8	Polyribonucleotide nucleotidyltransferase	2	p240	240	Pyrimidine metabolism	1.82
3.1.3.5	5'-nucleotidase	3	p240	240	Pyrimidine metabolism	1.82
3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	2	p240	240	Pyrimidine metabolism	1.82
3.5.2.2	Dihydropyrimidinase	4	p240	240	Pyrimidine metabolism	1.82
3.5.4.12	dCMP deaminase	1	p240	240	Pyrimidine metabolism	1.82
3.5.4.5	Cytidine deaminase	2	p240	240	Pyrimidine metabolism	1.82
3.6.1.23	dUTP diphosphatase	2	p240	240	Pyrimidine metabolism	1.82
3.6.1.8	ATP diphosphatase	2	p240	240	Pyrimidine metabolism	1.82
4.2.1.70	Pseudouridylate synthase	1	p240	240	Pyrimidine metabolism	1.82
6.3.4.2	CTP synthase (glutamine hydrolyzing)	1	p240	240	Pyrimidine metabolism	1.82
1.4.1.2	Glutamate dehydrogenase	5	p250	250	Alanine, aspartate and glutamate metabolism	2.74
2.4.2.14	Amidophosphoribosyltransferase	2	p250	250	Alanine, aspartate and glutamate metabolism	2.74
2.6.1.1	Aspartate transaminase	11	p250	250	Alanine, aspartate and glutamate metabolism	2.74
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	2	p250	250	Alanine, aspartate and glutamate metabolism	2.74
3.5.1.2	Glutaminase	5	p250	250	Alanine, aspartate and glutamate metabolism	2.74
6.3.1.1	Aspartate--ammonia ligase	3	p250	250	Alanine, aspartate and glutamate metabolism	2.74
1.1.1.1	Alcohol dehydrogenase	11	p260	260	Glycine, serine and threonine metabolism	2.23
1.1.1.3	Homoserine dehydrogenase	3	p260	260	Glycine, serine and threonine metabolism	2.23
1.1.1.95	Phosphoglycerate dehydrogenase	3	p260	260	Glycine, serine and threonine metabolism	2.23
1.2.1.11	Aspartate-semialdehyde dehydrogenase	4	p260	260	Glycine, serine and threonine metabolism	2.23
2.1.2.1	Glycine hydroxymethyltransferase	5	p260	260	Glycine, serine and threonine metabolism	2.23
2.7.1.31	Glycerate 3-kinase	3	p260	260	Glycine, serine and threonine metabolism	2.23
3.1.3.3	Phosphoserine phosphatase	2	p260	260	Glycine, serine and threonine metabolism	2.23
4.2.3.1	Threonine synthase	2	p260	260	Glycine, serine and threonine metabolism	2.23
4.3.1.17	L-serine ammonia-lyase	2	p260	260	Glycine, serine and threonine metabolism	2.23
4.3.1.19	Threonine ammonia-lyase	2	p260	260	Glycine, serine and threonine metabolism	2.23
1.2.1.11	Aspartate-semialdehyde dehydrogenase	4	p261	261	Monobactam biosynthesis	2.4
1.1.1.3	Homoserine dehydrogenase	3	p270	270	Cysteine and methionine metabolism	2.16
1.1.1.95	Phosphoglycerate dehydrogenase	3	p270	270	Cysteine and methionine metabolism	2.16
1.2.1.11	Aspartate-semialdehyde dehydrogenase	4	p270	270	Cysteine and methionine metabolism	2.16
2.1.1.37	DNA (cytosine-5-)-methyltransferase	1	p270	270	Cysteine and methionine metabolism	2.16
2.3.1.46	Homoserine O-succinyltransferase	2	p270	270	Cysteine and methionine metabolism	2.16
2.5.1.48	Cystathionine gamma-synthase	3	p270	270	Cysteine and methionine metabolism	2.16
2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	1	p270	270	Cysteine and methionine metabolism	2.16
2.5.1.6	Methionine adenosyltransferase	2	p270	270	Cysteine and methionine metabolism	2.16
2.6.1.1	Aspartate transaminase	11	p270	270	Cysteine and methionine metabolism	2.16
2.7.1.100	S-methyl-5-thioribose kinase	1	p270	270	Cysteine and methionine metabolism	2.16
3.2.2.16	Methylthioadenosine nucleosidase	1	p270	270	Cysteine and methionine metabolism	2.16
3.2.2.9	Adenosylhomocysteine nucleosidase	1	p270	270	Cysteine and methionine metabolism	2.16
4.3.1.17	L-serine ammonia-lyase	2	p270	270	Cysteine and methionine metabolism	2.16
4.4.1.11	Methionine gamma-lyase	2	p270	270	Cysteine and methionine metabolism	2.16
4.4.1.8	Cystathionine beta-lyase	3	p270	270	Cysteine and methionine metabolism	2.16
5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase	1	p270	270	Cysteine and methionine metabolism	2.16
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p280	280	Valine, leucine and isoleucine degradation	4.11
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p280	280	Valine, leucine and isoleucine degradation	4.11
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p280	280	Valine, leucine and isoleucine degradation	4.11
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p281	281	Geraniol degradation	4.6
4.3.1.19	Threonine ammonia-lyase	2	p290	290	Valine, leucine and isoleucine biosynthesis	2.13
1.1.1.3	Homoserine dehydrogenase	3	p300	300	Lysine biosynthesis	1.82
1.2.1.11	Aspartate-semialdehyde dehydrogenase	4	p300	300	Lysine biosynthesis	1.82
3.5.1.47	N-acetyldiaminopimelate deacetylase	1	p300	300	Lysine biosynthesis	1.82
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2	p300	300	Lysine biosynthesis	1.82
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p310	310	Lysine degradation	2.26
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p310	310	Lysine degradation	2.26
5.4.3.2	Lysine 2,3-aminomutase	1	p310	310	Lysine degradation	2.26
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p330	330	Arginine and proline metabolism	2.23
1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	2	p330	330	Arginine and proline metabolism	2.23
1.4.1.2	Glutamate dehydrogenase	5	p330	330	Arginine and proline metabolism	2.23
1.5.1.2	Pyrroline-5-carboxylate reductase	1	p330	330	Arginine and proline metabolism	2.23
2.1.3.3	Ornithine carbamoyltransferase	2	p330	330	Arginine and proline metabolism	2.23
2.6.1.1	Aspartate transaminase	11	p330	330	Arginine and proline metabolism	2.23
2.7.2.11	Glutamate 5-kinase	2	p330	330	Arginine and proline metabolism	2.23
2.7.2.2	Carbamate kinase	4	p330	330	Arginine and proline metabolism	2.23
3.4.13.18	Cytosol nonspecific dipeptidase	3	p330	330	Arginine and proline metabolism	2.23
3.5.1.2	Glutaminase	5	p330	330	Arginine and proline metabolism	2.23
3.5.1.4	Amidase	5	p330	330	Arginine and proline metabolism	2.23
3.5.3.6	Arginine deiminase	2	p330	330	Arginine and proline metabolism	2.23
4.1.1.17	Ornithine decarboxylase	2	p330	330	Arginine and proline metabolism	2.23
4.1.1.3	Oxaloacetate decarboxylase	2	p330	330	Arginine and proline metabolism	2.23
4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	3	p330	330	Arginine and proline metabolism	2.23
4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	2	p330	330	Arginine and proline metabolism	2.23
1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	2	p332	332	Carbapenem biosynthesis	1.4
2.7.2.11	Glutamate 5-kinase	2	p332	332	Carbapenem biosynthesis	1.4
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p340	340	Histidine metabolism	2.33
2.1.2.5	Glutamate formimidoyltransferase	2	p340	340	Histidine metabolism	2.33
3.4.13.18	Cytosol nonspecific dipeptidase	3	p340	340	Histidine metabolism	2.33
3.5.2.7	Imidazolonepropionase	1	p340	340	Histidine metabolism	2.33
3.5.3.8	Formimidoylglutamase	1	p340	340	Histidine metabolism	2.33
4.2.1.49	Urocanate hydratase	1	p340	340	Histidine metabolism	2.33
4.3.1.3	Histidine ammonia-lyase	1	p340	340	Histidine metabolism	2.33
1.1.1.1	Alcohol dehydrogenase	11	p350	350	Tyrosine metabolism	2.85
2.6.1.1	Aspartate transaminase	11	p350	350	Tyrosine metabolism	2.85
1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	3	p360	360	Phenylalanine metabolism	3.06
1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	6	p360	360	Phenylalanine metabolism	3.06
2.6.1.1	Aspartate transaminase	11	p360	360	Phenylalanine metabolism	3.06
3.5.1.4	Amidase	5	p360	360	Phenylalanine metabolism	3.06
1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	3	p362	362	Benzoate degradation via hydroxylation	2.49
1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	6	p362	362	Benzoate degradation via hydroxylation	2.49
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p362	362	Benzoate degradation via hydroxylation	2.49
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p362	362	Benzoate degradation via hydroxylation	2.49
4.1.1.70	Glutaconyl-CoA decarboxylase	2	p362	362	Benzoate degradation via hydroxylation	2.49
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p380	380	Tryptophan metabolism	3.09
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p380	380	Tryptophan metabolism	3.09
3.5.1.4	Amidase	5	p380	380	Tryptophan metabolism	3.09
3.5.5.1	Nitrilase	5	p380	380	Tryptophan metabolism	3.09
4.1.99.1	Tryptophanase	1	p380	380	Tryptophan metabolism	3.09
1.1.1.25	Shikimate dehydrogenase	2	p400	400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.26
2.6.1.1	Aspartate transaminase	11	p400	400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.26
4.1.3.27	Anthranilate synthase	2	p400	400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.26
4.2.1.10	3-dehydroquinate dehydratase	1	p400	400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.26
5.4.99.5	Chorismate mutase	1	p400	400	Phenylalanine, tyrosine and tryptophan biosynthesis	2.26
2.6.1.1	Aspartate transaminase	11	p401	401	Novobiocin biosynthesis	3.06
4.1.3.27	Anthranilate synthase	2	p405	405	Phenazine biosynthesis	1.46
1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating)	3	p410	410	beta-Alanine metabolism	3.7
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	17	p410	410	beta-Alanine metabolism	3.7
3.4.13.18	Cytosol nonspecific dipeptidase	3	p410	410	beta-Alanine metabolism	3.7
3.5.2.2	Dihydropyrimidinase	4	p410	410	beta-Alanine metabolism	3.7
1.4.1.2	Glutamate dehydrogenase	5	p430	430	Taurine and hypotaurine metabolism	2.09
2.3.1.8	Phosphate acetyltransferase	5	p430	430	Taurine and hypotaurine metabolism	2.09
2.3.2.2	Gamma-glutamyltransferase	4	p430	430	Taurine and hypotaurine metabolism	2.09
2.7.2.1	Acetate kinase	5	p430	430	Taurine and hypotaurine metabolism	2.09
2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase	1	p440	440	Phosphonate and phosphinate metabolism	1.31
2.7.7.15	Choline-phosphate cytidylyltransferase	3	p440	440	Phosphonate and phosphinate metabolism	1.31
4.1.1.82	Phosphonopyruvate decarboxylase	2	p440	440	Phosphonate and phosphinate metabolism	1.31
5.4.2.9	Phosphoenolpyruvate mutase	2	p440	440	Phosphonate and phosphinate metabolism	1.31
1.8.1.9	Thioredoxin-disulfide reductase	2	p450	450	Selenoamino acid metabolism	2.06
2.5.1.48	Cystathionine gamma-synthase	3	p450	450	Selenoamino acid metabolism	2.06
2.7.9.3	Selenide, water dikinase	1	p450	450	Selenoamino acid metabolism	2.06
4.4.1.11	Methionine gamma-lyase	2	p450	450	Selenoamino acid metabolism	2.06
4.4.1.8	Cystathionine beta-lyase	3	p450	450	Selenoamino acid metabolism	2.06
6.1.1.10	Methionine--tRNA ligase	2	p450	450	Selenoamino acid metabolism	2.06
2.1.2.1	Glycine hydroxymethyltransferase	5	p460	460	Cyanoamino acid metabolism	1.86
2.3.2.2	Gamma-glutamyltransferase	4	p460	460	Cyanoamino acid metabolism	1.86
3.5.5.1	Nitrilase	5	p460	460	Cyanoamino acid metabolism	1.86
6.3.1.1	Aspartate--ammonia ligase	3	p460	460	Cyanoamino acid metabolism	1.86
3.5.1.2	Glutaminase	5	p470	470	D-Amino acid metabolism	1.96
6.3.2.4	D-alanine--D-alanine ligase	2	p470	470	D-Amino acid metabolism	1.96
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	2	p470	470	D-Amino acid metabolism	1.96
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	2	p470	470	D-Amino acid metabolism	1.96
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	2	p480	480	Glutathione metabolism	1.73
1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	2	p480	480	Glutathione metabolism	1.73
1.11.1.15	Peroxiredoxin	1	p480	480	Glutathione metabolism	1.73
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p480	480	Glutathione metabolism	1.73
2.3.2.2	Gamma-glutamyltransferase	4	p480	480	Glutathione metabolism	1.73
4.1.1.17	Ornithine decarboxylase	2	p480	480	Glutathione metabolism	1.73
1.1.1.22	UDP-glucose 6-dehydrogenase	5	p500	500	Starch and sucrose metabolism	1.92
2.4.1.1	Glycogen phosphorylase	1	p500	500	Starch and sucrose metabolism	1.92
2.4.1.18	1,4-alpha-glucan branching enzyme	1	p500	500	Starch and sucrose metabolism	1.92
2.4.1.21	Starch synthase	1	p500	500	Starch and sucrose metabolism	1.92
2.4.1.25	4-alpha-glucanotransferase	1	p500	500	Starch and sucrose metabolism	1.92
2.7.1.1	Hexokinase	7	p500	500	Starch and sucrose metabolism	1.92
