genome_id	genome_name	genome_name_length	genusspecies	genusspecies1	Species	taxon_id	genome_length	genome_size_mbp
491078.5	Treponema pallidum subsp_pertenue str. SamoaD	Treponema_pallidum 1.14	Treponema_pallidum	Treponema_pallidum	Treponema pallidum	491078	1139330	1.14
545776.8	Treponema paraluiscuniculi Cuniculi A	Treponema_paraluiscuniculi 1.13	Treponema_paraluiscuniculi	Treponema_paraluiscuniculi	Treponema paraluiscuniculi	545776	1133390	1.13
1643512.3	Treponema sp_OMZ_855	Treponema_sp_OMZ_855 2.69	Treponema_sp_OMZ_855	Treponema_sp_OMZ_855	Treponema sp_OMZ_855	1643512	2689385	2.69
1643513.3	Treponema sp_OMZ_857	Treponema_sp_OMZ_857 2.84	Treponema_sp_OMZ_857	Treponema_sp_OMZ_857	Treponema sp_OMZ_857	1643513	2842704	2.84
120682.3	Treponema sp_OMZ_803 BF2M	Treponema_sp_OMZ_803 2.8	Treponema_sp_OMZ_803	Treponema_sp_OMZ_803	Treponema sp_OMZ_803	120682	2804974	2.8
69710.20	Treponema vincentii OMZ_804	Treponema_vincentii 2.98	Treponema_vincentii	Treponema_vincentii	Treponema vincentii	69710	2980180	2.98
2563662.3	Treponema sp_OMZ_906	Treponema_sp_OMZ_906 2.81	Treponema_sp_OMZ_906	Treponema_sp_OMZ_906	Treponema sp_OMZ_906	2563662	2812357	2.81
1659192.3	Treponema sp_OMZ_305	Treponema_sp_OMZ_305 2.63	Treponema_sp_OMZ_305	Treponema_sp_OMZ_305	Treponema sp_OMZ_305	1659192	2629551	2.63
58231.6	Treponema medium strain_ATCC_700293	Treponema_medium 2.72	Treponema_medium	Treponema_medium	Treponema medium	58231	2721998	2.72
1291379.29	Treponema pedis str. T A4	Treponema_pedis 2.89	Treponema_pedis	Treponema_pedis	Treponema pedis	1291379	2889325	2.89
221027.38	Treponema putidum OMZ_758	Treponema_putidum 2.8	Treponema_putidum	Treponema_putidum	Treponema putidum	221027	2800562	2.8
2749432.3	Treponema sp_B152	Treponema_sp_B152 2.76	Treponema_sp_B152	Treponema_sp_B152	Treponema sp_B152	2749432	2758702	2.76
243275.19	Treponema denticola ATCC_35405	Treponema_denticola 2.84	Treponema_denticola	Treponema_denticola	Treponema denticola	243275	2843201	2.84
2563665.3	Treponema sp_OMZ_790	Treponema_sp_OMZ_790 3.09	Treponema_sp_OMZ_790	Treponema_sp_OMZ_790	Treponema sp_OMZ_790	2563665	3093697	3.09
2563670.3	Treponema sp_OMZ_789	Treponema_sp_OMZ_789 3.07	Treponema_sp_OMZ_789	Treponema_sp_OMZ_789	Treponema sp_OMZ_789	2563670	3067554	3.07
